national_number,gen,pokemon_name,primary_type,secondary_type,classification,height_m,weight_kg,hp,attack,defense,sp_attack,sp_defense,speed,abilities_0,abilities_1,is_sublegendary,is_legendary,is_mythical,evochain_1,evochain_2,evochain_3,evochain_4,mega_evolution,description,image
333,III,Swablu,normal,flying,Cotton Bird Pokémon,0.4,1.2,45,40,60,40,75,50,Natural Cure,,0,0,0,Swablu,Altaria,,,,"Its cottony wings are full of air, making them light and fluffy to the touch. Swablu takes diligent care of its wings.",
334,III,Altaria,dragon,flying,Humming Pokémon,1.1,20.6,75,70,90,70,105,80,Natural Cure,,0,0,0,Swablu,Altaria,,,Mega Altaria,"As it flies in a calm and relaxed manner, Altaria performs a humming song that would enrapture any audience.",
335,III,Zangoose,normal,,Cat Ferret Pokémon,1.3,40.3,73,115,60,60,60,90,Immunity,,0,0,0,Zangoose,,,,,Memories of battling its archrival Seviper are etched into every cell of Zangoose’s body. This Pokémon adroitly dodges attacks with incredible agility.,
336,III,Seviper,poison,,Fang Snake Pokémon,2.7,52.5,73,100,60,100,60,65,Shed Skin,,0,0,0,Seviper,,,,,Seviper shares a generations-long feud with Zangoose. The scars on its body are evidence of vicious battles. This Pokémon attacks using its sword-edged tail.,
337,III,Lunatone,rock,psychic,Meteorite Pokémon,1,168,90,55,65,95,85,70,Levitate,,0,0,0,Lunatone,,,,,The phase of the moon apparently has some effect on its power. It’s active on the night of a full moon.,
338,III,Solrock,rock,psychic,Meteorite Pokémon,1.2,154,90,95,85,55,65,70,Levitate,,0,0,0,Solrock,,,,,"When it rotates itself, it gives off light similar to the sun, thus blinding its foes.",
339,III,Barboach,water,ground,Whiskers Pokémon,0.4,1.9,50,48,43,46,41,60,Oblivious,Anticipation,0,0,0,Barboach,Whiscash,,,,"Its slimy body is hard to grasp. In one region, it is said to have been born from hardened mud.",
340,III,Whiscash,water,ground,Whiskers Pokémon,0.9,23.6,110,78,73,76,71,60,Oblivious,Anticipation,0,0,0,Barboach,Whiscash,,,,"It makes its nest at the bottom of swamps. It will eat anything—if it is alive, Whiscash will eat it.",
341,III,Corphish,water,,Ruffian Pokémon,0.6,11.5,43,80,65,50,35,35,Hyper Cutter,Shell Armor,0,0,0,Corphish,Crawdaunt,,,,"No matter how dirty the water in the river, it will adapt and thrive. It has a strong will to survive.",
342,III,Crawdaunt,water,dark,Rogue Pokémon,1.1,32.8,63,120,85,90,55,55,Hyper Cutter,Shell Armor,0,0,0,Corphish,Crawdaunt,,,,A rough customer that wildly flails its giant claws. It is said to be extremely hard to raise.,
343,III,Baltoy,ground,psychic,Clay Doll Pokémon,0.5,21.5,40,40,55,40,70,55,Levitate,,0,0,0,Baltoy,Claydol,,,,It moves while spinning around on its single foot. Some Baltoy have been seen spinning on their heads.,
344,III,Claydol,ground,psychic,Clay Doll Pokémon,1.5,108,60,70,105,70,120,75,Levitate,,0,0,0,Baltoy,Claydol,,,,"This mysterious Pokémon started life as an ancient clay figurine made over 20,000 years ago.",
345,III,Lileep,rock,grass,Sea Lily Pokémon,1,23.8,66,41,77,61,87,23,Suction Cups,,0,0,0,Lileep,Cradily,,,,"This Pokémon was restored from a fossil. Lileep once lived in warm seas that existed approximately 100,000,000 years ago.",
346,III,Cradily,rock,grass,Barnacle Pokémon,1.5,60.4,86,81,97,81,107,43,Suction Cups,,0,0,0,Lileep,Cradily,,,,"It has short legs and can’t walk very fast, but its neck and tentacles can extend to over three times their usual length to nab distant prey.",
347,III,Anorith,rock,bug,Old Shrimp Pokémon,0.7,12.5,45,95,50,40,50,75,Battle Armor,,0,0,0,Anorith,Armaldo,,,,"This Pokémon was restored from a fossil. Anorith lived in the ocean about 100,000,000 years ago, hunting with its pair of claws.",
348,III,Armaldo,rock,bug,Plate Pokémon,1.5,68.2,75,125,100,70,80,45,Battle Armor,,0,0,0,Anorith,Armaldo,,,,"After evolution, this Pokémon emerged onto land. Its lower body has become stronger, and blows from its tail are devastating.",
349,III,Feebas,water,,Fish Pokémon,0.6,7.4,20,15,20,10,55,80,Swift Swim,Oblivious,0,0,0,Feebas,Milotic,,,,"Although unattractive and unpopular, this Pokémon’s marvelous vitality has made it a subject of research.",
350,III,Milotic,water,,Tender Pokémon,6.2,162,95,60,79,100,125,81,Marvel Scale,Competitive,0,0,0,Feebas,Milotic,,,,Milotic has provided inspiration to many artists. It has even been referred to as the most beautiful Pokémon of all.,
351,III,Castform,normal,fire,Weather Pokémon,0.3,0.8,70,70,70,70,70,70,Forecast,,0,0,0,Castform,,,,,"Although its form changes with the weather, that is apparently the result of a chemical reaction and not the result of its own free will.",
352,III,Kecleon,normal,,Color Swap Pokémon,1,22,60,90,70,60,120,40,Color Change,,0,0,0,Kecleon,,,,,"It changes its hue to blend into its surroundings. If no one takes notice of it for too long, it will pout and never reveal itself.",
353,III,Shuppet,ghost,,Puppet Pokémon,0.6,2.3,44,75,35,63,33,45,Insomnia,Frisk,0,0,0,Shuppet,Banette,,,,"It eats up emotions like malice, jealousy, and resentment, so some people are grateful for its presence.",
354,III,Banette,ghost,,Marionette Pokémon,1.1,12.5,64,115,65,83,63,65,Insomnia,Frisk,0,0,0,Shuppet,Banette,,,Mega Banette,"It’s a stuffed toy that was thrown away and became possessed, ever searching for the one who threw it away so it can exact its revenge.",
355,III,Duskull,ghost,,Requiem Pokémon,0.8,15,20,40,90,30,90,25,Levitate,,0,0,0,Duskull,Dusclops,Dusknoir,,,"If it finds bad children who won’t listen to their parents, it will spirit them away—or so it’s said.",
356,III,Dusclops,ghost,,Beckon Pokémon,1.6,30.6,40,70,130,60,130,25,Pressure,,0,0,0,Duskull,Dusclops,Dusknoir,,,"Its body is entirely hollow. When it opens its mouth, it sucks everything in as if it were a black hole.",
357,III,Tropius,grass,flying,Fruit Pokémon,2,100,99,68,83,72,87,51,Chlorophyll,Solar Power,0,0,0,Tropius,,,,,The bunches of fruit growing around the necks of Tropius in Alola are especially sweet compared to those in other regions.,
358,III,Chimecho,psychic,,Wind Chime Pokémon,0.6,1,75,50,80,95,90,65,Levitate,,0,0,0,Chingling,Chimecho,,,,"Chimecho makes its cries echo inside its hollow body. When this Pokémon becomes enraged, its cries result in ultrasonic waves that have the power to knock foes flying.",
359,III,Absol,dark,,Disaster Pokémon,1.2,47,65,130,60,75,60,75,Pressure,Super Luck,0,0,0,Absol,,,,Mega Absol,"Swift as the wind, Absol races through fields and mountains. Its curved, bow-like horn is acutely sensitive to the warning signs of natural disasters.",
360,III,Wynaut,psychic,,Bright Pokémon,0.6,14,95,23,48,23,48,23,Shadow Tag,,0,0,0,Wynaut,Wobbuffet,,,,It tends to move in a pack. Individuals squash against one another to toughen their spirits.,
361,III,Snorunt,ice,,Snow Hat Pokémon,0.7,16.8,50,50,50,50,50,50,Inner Focus,Ice Body,0,0,0,Snorunt,Glalie,Froslass,,,"It’s said that if they are seen at midnight, they’ll cause heavy snow. They eat snow and ice to survive.",
362,III,Glalie,ice,,Face Pokémon,1.5,256.5,80,80,80,80,80,80,Inner Focus,Ice Body,0,0,0,Snorunt,Glalie,Froslass,,Mega Glalie,"It has a body of ice that won’t melt, even with fire. It can instantly freeze moisture in the atmosphere.",
363,III,Spheal,ice,water,Clap Pokémon,0.8,39.5,70,40,50,55,50,25,Thick Fat,Ice Body,0,0,0,Spheal,Sealeo,Walrein,,,This Pokémon’s body is covered in blubber and impressively round. It’s faster for Spheal to roll around than walk.,
364,III,Sealeo,ice,water,Ball Roll Pokémon,1.1,87.6,90,60,70,75,70,45,Thick Fat,Ice Body,0,0,0,Spheal,Sealeo,Walrein,,,"Sealeo live on top of drift ice. They go swimming when they’re on the hunt, seeking out their prey by scent.",
365,III,Walrein,ice,water,Ice Break Pokémon,1.4,150.6,110,80,90,95,90,65,Thick Fat,Ice Body,0,0,0,Spheal,Sealeo,Walrein,,,"Walrein form herds of 20 to 30 individuals. When a threat appears, the herd’s leader will protect the group with its life.",
366,III,Clamperl,water,,Bivalve Pokémon,0.4,52.5,35,64,85,74,55,32,Shell Armor,,0,0,0,Clamperl,Huntail,Gorebyss,,,"Despite its appearance, it’s carnivorous. It clamps down on its prey with both sides of its shell and doesn’t let go until they stop moving.",
367,III,Huntail,water,,Deep Sea Pokémon,1.7,27,55,104,105,94,75,52,Swift Swim,,0,0,0,Clamperl,Huntail,Gorebyss,,,It’s not the strongest swimmer. It wags its tail to lure in its prey and then gulps them down as soon as they get close.,
368,III,Gorebyss,water,,South Sea Pokémon,1.8,22.6,55,84,105,114,75,52,Swift Swim,,0,0,0,Clamperl,Huntail,Gorebyss,,,The color of its body changes with the water temperature. The coloration of Gorebyss in Alola is almost blindingly vivid.,
369,III,Relicanth,water,rock,Longevity Pokémon,1,23.4,100,90,130,45,65,55,Swift Swim,Rock Head,0,0,0,Relicanth,,,,,Rock-hard scales and oil-filled swim bladders allow this Pokémon to survive the intense water pressure of the deep sea.,
370,III,Luvdisc,water,,Rendezvous Pokémon,0.6,8.7,43,30,55,40,65,97,Swift Swim,,0,0,0,Luvdisc,,,,,There was an era when it was overfished due to the rumor that having one of its heart-shaped scales would enable you to find a sweetheart.,
371,III,Bagon,dragon,,Rock Head Pokémon,0.6,42.1,45,75,60,40,30,50,Rock Head,,0,0,0,Bagon,Shelgon,Salamence,,,"Bagon jumps off cliffs every day, trying to grow stronger so that someday it will be able to fly.",
372,III,Shelgon,dragon,,Endurance Pokémon,1.1,110.5,65,95,100,60,50,50,Rock Head,,0,0,0,Bagon,Shelgon,Salamence,,,This Pokémon has covered its body in a hard shell that has the same composition as bone. Shelgon stores energy for evolution.,
373,III,Salamence,dragon,flying,Dragon Pokémon,1.5,102.6,95,135,80,110,80,100,Intimidate,,0,0,0,Bagon,Shelgon,Salamence,,Mega Salamence,Salamence is an unusual Pokémon in that it was able to evolve a body with wings just by constantly wishing to be able to fly.,
374,III,Beldum,steel,psychic,Iron Ball Pokémon,0.6,95.2,40,55,80,35,60,30,Clear Body,,0,0,0,Beldum,Metang,Metagross,,,"From its rear, Beldum emits a magnetic force that rapidly pulls opponents in. They get skewered on Beldum’s sharp claws.",
375,III,Metang,steel,psychic,Iron Claw Pokémon,1.2,202.5,60,75,100,55,80,50,Clear Body,,0,0,0,Beldum,Metang,Metagross,,,"Two Beldum have become stuck together via their own magnetic forces. With two brains, the resulting Metang has doubled psychic powers.",
376,III,Metagross,steel,psychic,Iron Leg Pokémon,1.6,550,80,135,130,95,90,70,Clear Body,,0,0,0,Beldum,Metang,Metagross,,Mega Metagross,"Because the magnetic powers of these Pokémon get stronger in freezing temperatures, Metagross living on snowy mountains are full of energy.",
377,III,Regirock,rock,,Rock Peak Pokémon,1.7,230,80,100,200,50,100,50,Clear Body,,1,0,0,Regirock,,,,,"Every bit of Regirock’s body is made of stone. As parts of its body erode, this Pokémon sticks rocks to itself to repair what’s been lost.",
378,III,Regice,ice,,Iceberg Pokémon,1.8,175,80,50,100,100,200,50,Clear Body,,1,0,0,Regice,,,,,"With cold air that can reach temperatures as low as −328 degrees Fahrenheit, Regice instantly freezes any creature that approaches it.",
379,III,Registeel,steel,,Iron Pokémon,1.9,205,80,75,150,75,150,50,Clear Body,,1,0,0,Registeel,,,,,Registeel’s body is made of a strange material that is flexible enough to stretch and shrink but also more durable than any metal.,
380,III,Latias,dragon,psychic,Eon Pokémon,1.4,40,80,80,90,110,130,110,Levitate,,1,0,0,Latias,,,,Mega Latias,"Latias is highly sensitive to the emotions of people. If it senses any hostility, this Pokémon ruffles the feathers all over its body and cries shrilly to intimidate the foe.",
381,III,Latios,dragon,psychic,Eon Pokémon,2,60,80,90,80,130,110,110,Levitate,,1,0,0,Latios,,,,Mega Latios,Latios has the ability to make others see an image of what it has seen or imagines in its head. This Pokémon is intelligent and understands human speech.,
382,III,Kyogre,water,,Sea Basin Pokémon,4.5,352,100,100,90,150,140,90,Drizzle,,0,1,0,Kyogre,,,,,"Through Primal Reversion and with nature’s full power, it will take back its true form. It can summon storms that cause the sea levels to rise.",
383,III,Groudon,ground,,Continent Pokémon,3.5,950,100,150,140,100,90,90,Drought,,0,1,0,Groudon,,,,,"Groudon is said to be the personification of the land itself. Legends tell of its many clashes against Kyogre, as each sought to gain the power of nature.",
384,III,Rayquaza,dragon,flying,Sky High Pokémon,7,206.5,105,150,90,150,90,95,Air Lock,,0,1,0,Rayquaza,,,,Mega Rayquaza,Rayquaza is said to have lived for hundreds of millions of years. Legends remain of how it put to rest the clash between Kyogre and Groudon.,
385,III,Jirachi,steel,psychic,Wish Pokémon,0.3,1.1,100,100,100,100,100,100,Serene Grace,,0,0,1,Jirachi,,,,,"A legend states that Jirachi will make true any wish that is written on notes attached to its head when it awakens. If this Pokémon senses danger, it will fight without awakening.",
386,III,Deoxys,psychic,,DNA Pokémon,1.7,60.8,50,150,50,150,50,150,Pressure,,0,0,1,Deoxys,,,,,The DNA of a space virus underwent a sudden mutation upon exposure to a laser beam and resulted in Deoxys. The crystalline organ on this Pokémon’s chest appears to be its brain.,
387,IV,Turtwig,grass,,Tiny Leaf Pokémon,0.4,10.2,55,68,64,45,55,31,Overgrow,,0,0,0,Turtwig,Grotle,Torterra,,,Photosynthesis occurs across its body under the sun. The shell on its back is actually hardened soil.,
388,IV,Grotle,grass,,Grove Pokémon,1.1,97,75,89,85,55,65,36,Overgrow,,0,0,0,Turtwig,Grotle,Torterra,,,"It lives along water in forests. In the daytime, it leaves the forest to sunbathe its treed shell.",
389,IV,Torterra,grass,ground,Continent Pokémon,2.2,310,95,109,105,75,85,56,Overgrow,,0,0,0,Turtwig,Grotle,Torterra,,,"Ancient people imagined that beneath the ground, a gigantic Torterra dwelled.",
390,IV,Chimchar,fire,,Chimp Pokémon,0.5,6.2,44,58,44,58,44,61,Blaze,,0,0,0,Chimchar,Monferno,Infernape,,,Its fiery rear end is fueled by gas made in its belly. Even rain can’t extinguish the fire.,
391,IV,Monferno,fire,fighting,Playful Pokémon,0.9,22,64,78,52,78,52,81,Blaze,,0,0,0,Chimchar,Monferno,Infernape,,,It skillfully controls the intensity of the fire on its tail to keep its foes at an ideal distance.,
392,IV,Infernape,fire,fighting,Flame Pokémon,1.2,55,76,104,71,104,71,108,Blaze,,0,0,0,Chimchar,Monferno,Infernape,,,Its crown of fire is indicative of its fiery nature. It is beaten by none in terms of quickness.,
393,IV,Piplup,water,,Penguin Pokémon,0.4,5.2,53,51,53,61,56,40,Torrent,,0,0,0,Piplup,Prinplup,Empoleon,,,It doesn’t like to be taken care of. It’s difficult to bond with since it won’t listen to its Trainer.,
394,IV,Prinplup,water,,Penguin Pokémon,0.8,23,64,66,68,81,76,50,Torrent,,0,0,0,Piplup,Prinplup,Empoleon,,,"It lives alone, away from others. Apparently, every one of them believes it is the most important.",
395,IV,Empoleon,water,steel,Emperor Pokémon,1.7,84.5,84,86,88,111,101,60,Torrent,,0,0,0,Piplup,Prinplup,Empoleon,,,It swims as fast as a jet boat. The edges of its wings are sharp and can slice apart drifting ice.,
396,IV,Starly,normal,flying,Starling Pokémon,0.3,2,40,55,30,30,30,60,Keen Eye,,0,0,0,Starly,Staravia,Staraptor,,,"They flock in great numbers. Though small, they flap their wings with great power.",
397,IV,Staravia,normal,flying,Starling Pokémon,0.6,15.5,55,75,50,40,40,80,Intimidate,,0,0,0,Starly,Staravia,Staraptor,,,"They maintain huge flocks, although fierce scuffles break out between various flocks.",
398,IV,Staraptor,normal,flying,Predator Pokémon,1.2,24.9,85,120,70,50,60,100,Intimidate,,0,0,0,Starly,Staravia,Staraptor,,,The muscles in its wings and legs are strong. It can easily fly while gripping a small Pokémon.,
399,IV,Bidoof,normal,,Plump Mouse Pokémon,0.5,20,59,45,40,35,40,31,Simple,Unaware,0,0,0,Bidoof,Bibarel,,,,"With nerves of steel, nothing can perturb it. It is more agile and active than it appears.",
400,IV,Bibarel,normal,water,Beaver Pokémon,1,31.5,79,85,60,55,60,71,Simple,Unaware,0,0,0,Bidoof,Bibarel,,,,It busily makes its nest with stacks of branches and roots it has cut up with its sharp incisors.,
401,IV,Kricketot,bug,,Cricket Pokémon,0.3,2.2,37,25,41,25,41,25,Shed Skin,,0,0,0,Kricketot,Kricketune,,,,It chats with others using the sounds of its colliding antennae. These sounds are fall hallmarks.,
402,IV,Kricketune,bug,,Cricket Pokémon,1,25.5,77,85,51,55,51,65,Swarm,,0,0,0,Kricketot,Kricketune,,,,It crosses its knifelike arms in front of its chest when it cries. It can compose melodies ad lib.,
403,IV,Shinx,electric,,Flash Pokémon,0.5,9.5,45,65,34,40,34,45,Rivalry,Intimidate,0,0,0,Shinx,Luxio,Luxray,,,This Pokémon generates electricity by contracting its muscles. Excited trembling is a sign that Shinx is generating a tremendous amount of electricity.,
404,IV,Luxio,electric,,Spark Pokémon,0.9,30.5,60,85,49,60,49,60,Rivalry,Intimidate,0,0,0,Shinx,Luxio,Luxray,,,"By joining its tail with that of another Luxio, this Pokémon can receive some of the other Luxio’s electricity and power up its own electric blasts.",
